N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
671,KINDEX 중국본토CSI300,"26,330",910,-3.34%,0,"1,711","6,500",0.10,"46,751",N/A,N/A,
672,신한 레버리지 천연가스 선물 ETN,"17,035","2,970",-14.85%,0,"1,704","10,000",0.00,"103,510",N/A,N/A,
673,에스엠벡셀,"1,530",0,0.00%,500,"1,702","111,252",0.37,0,-2.34,N/A,
674,대한화섬,"128,000","1,500",-1.16%,"5,000","1,700","1,328",0.24,546,6.97,3.61,
675,동방,"3,540",120,-3.28%,"1,000","1,698","47,972",1.83,"400,055",-186.32,-0.65,
676,방림,"3,975",140,-3.40%,500,"1,682","42,314",3.69,"359,525",22.71,3.79,
677,IHQ,"1,110",50,-4.31%,500,"1,680","151,379",2.20,"1,321,634",-16.09,-8.70,
678,TIGER 원유선물인버스(H),"3,355",125,+3.87%,0,"1,679","50,050",0.00,"2,863,826",N/A,N/A,
679,SK이노베이션우,"134,000","2,000",-1.47%,"5,000","1,673","1,248",12.11,"3,580",41.23,N/A,
680,수산중공업,"3,090",10,-0.32%,500,"1,668","53,985",1.20,"1,294,983",14.64,10.10,
681,NI스틸,"5,820",420,+7.78%,500,"1,665","28,600",6.07,"5,721,505",7.55,16.75,
682,한국내화,"4,050",15,+0.37%,500,"1,663","41,067",0.23,"517,047",25.63,2.86,
683,신일전자,"2,335",15,-0.64%,500,"1,659","71,048",4.22,"1,686,911",20.85,10.11,
684,노루홀딩스,"12,450",200,-1.58%,500,"1,655","13,291",3.42,"25,257",105.51,0.43,
685,CJ씨푸드,"4,600",50,+1.10%,500,"1,653","35,931",1.28,"12,425,269",75.41,3.32,
686,크라운제과,"13,150",250,+1.94%,200,"1,647","12,524",1.51,"5,552,936",13.35,8.36,
687,삼성 인버스 2X WTI원유 선물 ETN,150,15,+11.11%,0,"1,646","1,097,000",0.00,"38,288,184",N/A,N/A,
688,현대약품,"5,140",90,-1.72%,500,"1,645","32,000",1.79,"86,234",-51.92,-3.59,
689,동양철관,"1,380",10,+0.73%,500,"1,641","118,885",1.43,"3,499,911",-43.12,-4.40,
690,강남제비스코,"25,150",600,-2.33%,"1,000","1,635","6,500",10.34,"17,916",3.62,7.95,
691,TIGER 차이나CSI300,"9,685",395,-3.92%,0,"1,632","16,850",0.93,"115,647",N/A,N/A,
692,대호에이엘,"3,130",65,-2.03%,500,"1,628","52,004",0.50,"188,738",-39.62,-6.31,
693,KODEX 차이나과창판STAR50(합성),"6,855",390,-5.38%,0,"1,611","23,500",0.14,"21,880",N/A,N/A,
694,에이플러스에셋,"7,120",120,-1.66%,500,"1,610","22,608",1.13,"102,983",13.31,12.59,
695,KBSTAR 미국S&P500,"11,640",295,-2.47%,0,"1,606","13,800",0.59,"65,961",N/A,N/A,
696,두산퓨얼셀1우,"12,000",300,-2.44%,100,"1,604","13,364",16.66,"8,465",113.21,N/A,
697,광전자,"2,760",45,-1.60%,500,"1,599","57,944",21.29,"109,728",14.45,5.39,
698,KBSTAR 코스피,"27,360",505,-1.81%,0,"1,587","5,800",0.02,"1,983",N/A,N/A,
699,미원화학,"71,900",600,+0.84%,"1,000","1,581","2,199",4.95,292,13.93,9.75,
700,쎌마테라퓨틱스,"6,410",0,0.00%,500,"1,574","24,554",0.30,0,-5.14,"-1,165.40",
701,신흥,"16,550",0,0.00%,500,"1,572","9,500",0.38,"23,916",11.72,13.91,
702,센트랄모텍,"18,200",500,-2.67%,500,"1,567","8,610",0.76,"25,813",109.64,1.41,
703,유수홀딩스,"6,000",160,-2.60%,"2,500","1,562","26,042",10.38,"52,028",6.50,7.79,
704,삼익악기,"1,725",20,-1.15%,500,"1,562","90,531",3.50,"128,747",6.34,10.29,
705,신송홀딩스,"13,150","3,000",+29.56%,500,"1,555","11,829",2.07,"1,627,403",20.97,8.05,
706,한국공항,"49,000","1,900",-3.73%,"5,000","1,552","3,166",4.76,"20,204",47.71,1.16,
707,이구산업,"4,625",120,-2.53%,500,"1,547","33,442",0.87,"728,822",7.34,18.72,
708,디와이파워,"13,950",750,-5.10%,500,"1,540","11,042",4.52,"202,953",4.96,14.97,
709,한국화장품,"9,570",270,-2.74%,500,"1,538","16,068",0.45,"45,519",-21.31,-28.04,
710,KOSEF 단기자금,"101,265",10,+0.01%,0,"1,532","1,513",0.25,"2,827",N/A,N/A,
711,HDC현대EP,"4,800",90,+1.91%,500,"1,531","31,900",6.22,"133,901",14.91,3.47,
712,대신증권2우B,"15,200",100,-0.65%,"5,000","1,520","10,000",2.55,"10,250",2.14,N/A,
713,대유플러스,"1,255",35,-2.71%,500,"1,519","120,999",1.27,"1,835,251",-69.72,-2.17,
714,KODEX TRF3070,"11,000",55,-0.50%,0,"1,518","13,800",0.08,"83,153",N/A,N/A,
715,세원이앤씨,972,11,-1.12%,500,"1,515","155,838",2.15,"929,731",-57.18,-1.44,
716,TRUE 레버리지 천연가스 선물 ETN(H),"15,100","2,780",-15.55%,0,"1,510","10,000",0.00,"141,155",N/A,N/A,
717,유화증권,"2,660",10,+0.38%,"1,000","1,508","56,702",3.15,"46,085",20.62,2.00,
718,한솔홀딩스,"3,570",20,-0.56%,"1,000","1,500","42,009",12.22,"96,048",6.95,4.22,
719,크라운해태홀딩스,"10,100",120,+1.20%,500,"1,500","14,847",3.79,"793,740",35.44,1.56,
720,모나리자,"4,100",35,+0.86%,500,"1,499","36,571",0.75,"979,861",46.07,4.46,
721,극동유화,"4,300",75,-1.71%,500,"1,499","34,869",1.73,"386,641",13.15,6.49,
722,조선선재,"118,500","2,500",-2.07%,500,"1,490","1,258",0.58,"2,512",10.25,11.95,
723,범양건영,"6,000",160,+2.74%,"1,000","1,490","24,832",1.27,"2,491,080",30.77,5.79,
724,대양금속,"4,600",155,-3.26%,500,"1,488","32,355",0.91,"383,599",13.03,17.39,
725,세아특수강,"17,350",200,+1.17%,"5,000","1,487","8,570",3.46,"34,818",5.69,8.25,
726,SG세계물산,732,17,-2.27%,500,"1,482","202,425",2.32,"1,301,300",3.16,21.32,
727,STX중공업,"5,200",100,-1.89%,"2,500","1,475","28,366",0.21,"196,617",-18.84,-4.78,
728,토니모리,"6,130",120,-1.92%,200,"1,475","24,055",0.51,"545,073",-17.32,-9.01,
729,세이브존I&C,"3,590",30,-0.83%,"1,000","1,473","41,041",9.30,"151,151",19.83,1.63,
730,태경비케이,"5,330",60,+1.14%,500,"1,470","27,583",3.54,"1,028,546",15.77,6.47,
731,KODEX WTI원유선물인버스(H),"4,805",185,+4.00%,0,"1,455","30,275",0.01,"3,393,549",N/A,N/A,
732,한미글로벌,"13,250",500,-3.64%,500,"1,452","10,958",3.31,"88,913",10.00,11.52,
733,TIGER 헬스케어,"29,175",605,-2.03%,0,"1,447","4,960",0.21,"33,641",N/A,N/A,
734,한국화장품제조,"31,700",550,-1.71%,500,"1,437","4,532",1.74,"15,288",-119.62,-2.75,
735,TIGER 미디어컨텐츠,"8,595",170,-1.94%,0,"1,436","16,710",1.27,"493,846",N/A,N/A,
736,하이스틸,"7,130",80,+1.13%,500,"1,426","19,999",0.52,"12,796,065",12.38,8.73,
737,경동도시가스,"24,050",700,-2.83%,"2,500","1,418","5,895",18.77,"46,875",6.41,6.05,
738,한솔홈데코,"1,755",30,-1.68%,"1,000","1,414","80,565",2.49,"903,676",25.81,3.47,
739,대원전선,"1,990",85,-4.10%,500,"1,413","71,017",1.33,"2,005,744",110.56,1.51,
740,TIGER 현대차그룹+펀더멘털,"22,905",415,-1.78%,0,"1,411","6,160",0.03,"38,186",N/A,N/A,
741,대신 골드 커버드콜 타겟 5%인컴 ETN(H),"14,070",225,-1.57%,0,"1,407","10,000",0.00,35,N/A,N/A,
742,서울식품,376,21,+5.92%,100,"1,400","372,317",1.53,"147,320,010",-23.50,-21.25,
743,일신석재,"1,800",55,-2.96%,500,"1,394","77,457",1.49,"510,874","-1,800.00",-0.12,
744,미창석유,"80,000","1,400",-1.72%,"5,000","1,392","1,740",31.89,"1,208",4.20,11.45,
745,KINDEX 200TR,"21,720",335,-1.52%,0,"1,390","6,400",0.01,691,N/A,N/A,
746,신세계건설,"34,700",500,-1.42%,"5,000","1,388","4,000",6.47,"5,433",5.31,12.21,
747,TIGER 반도체,"36,905",870,-2.30%,0,"1,388","3,760",0.38,"37,232",N/A,N/A,
748,무림페이퍼,"3,325",90,+2.78%,"2,500","1,384","41,609",1.98,"6,600,273",-21.73,-1.61,
749,TRUE 코스피 양매도 5% OTM ETN,"9,210",30,-0.32%,0,"1,382","15,000",0.00,327,N/A,N/A,
750,삼일씨엔에스,"10,800",400,-3.57%,"1,000","1,375","12,732",0.43,"19,180",-42.69,N/A,
751,조비,"26,450","1,150",+4.55%,"5,000","1,373","5,192",0.87,"926,681",74.09,3.54,
752,SK케미칼우,"64,900",200,-0.31%,"5,000","1,373","2,115",16.22,"54,185",7.62,N/A,
753,SNT에너지,"18,250",300,-1.62%,500,"1,370","7,507",4.66,"10,879",10.95,5.20,
754,대유에이텍,"1,190",55,-4.42%,500,"1,370","115,094",1.43,"1,843,921",-8.88,-14.41,
755,이건산업,"12,500",250,-1.96%,"5,000","1,369","10,953",5.08,"434,520",11.74,6.44,
756,KODEX 미국S&P500선물(H),"20,485",740,-3.49%,0,"1,362","6,650",0.14,"50,412",N/A,N/A,
757,사조씨푸드,"7,840",970,+14.12%,"1,000","1,350","17,219",1.06,"15,961,134",13.71,4.47,
758,웅진,"1,685",40,-2.32%,500,"1,347","79,927",0.92,"398,787",5.83,49.76,
759,삼원강재,"3,350",40,-1.18%,500,"1,340","40,000",0.73,"32,534",15.23,4.08,
760,미래에셋 코스피 양매도 5% OTM ETN,"8,905",0,0.00%,0,"1,336","15,000",0.00,0,N/A,N/A,
761,인바이오젠,"2,500",100,-3.85%,500,"1,335","53,397",0.65,"272,975",1.51,73.56,
762,웰바이오텍,"2,200",105,-4.56%,500,"1,332","60,558",1.37,"1,217,115",-6.21,-75.72,
763,한창제지,"2,230",45,+2.06%,500,"1,331","59,667",2.00,"1,789,813",8.85,14.78,
764,현대코퍼레이션홀딩스,"14,600",750,+5.42%,"5,000","1,329","9,101",4.09,"722,880",10.64,6.68,
765,보락,"2,210",60,+2.79%,200,"1,324","59,900",2.03,"3,921,066",78.93,3.79,
766,에넥스,"2,200",0,0.00%,500,"1,320","59,992",0.84,"1,150,234",13.17,17.95,
767,대창단조,"4,615",135,-2.84%,500,"1,319","28,572",7.29,"297,763",4.95,13.30,
768,보해양조,945,21,-2.17%,500,"1,311","138,752",3.29,"1,197,670",-135.00,-1.12,
769,기신정기,"4,465",65,-1.43%,500,"1,304","29,200",65.16,"19,486",12.58,4.06,
770,코스맥스비티아이,"13,550",450,-3.21%,500,"1,301","9,604",4.86,"9,410",9.21,4.72,
771,KBSTAR 코스닥150,"12,260",315,-2.50%,0,"1,297","10,580",2.58,"8,595",N/A,N/A,
772,대림B&Co,"7,760",120,-1.52%,"1,000","1,294","16,672",2.95,"72,332",117.58,0.70,
773,태평양물산,"2,685",45,+1.70%,500,"1,293","48,150",2.54,"541,321",-9.36,-8.32,
774,TIGER 코스닥150,"12,450",380,-2.96%,0,"1,290","10,360",2.34,"114,388",N/A,N/A,
775,상상인증권,"1,200",25,-2.04%,"1,000","1,289","107,456",0.75,"97,958",12.90,4.88,
776,마니커,"2,030",70,+3.57%,500,"1,289","63,511",1.10,"15,485,900",-1.67,-83.92,
777,TIGER 중국소비테마,"7,725",210,-2.65%,0,"1,289","16,680",0.00,"8,605",N/A,N/A,
778,덕성,"8,180",310,-3.65%,500,"1,283","15,680",2.49,"232,541",23.57,7.83,
779,유유제약,"7,420",290,-3.76%,"1,000","1,279","17,232",2.31,"192,878",-63.97,-1.86,
780,명문제약,"3,750",115,-2.98%,500,"1,273","33,953",1.49,"109,874",-18.56,-8.20,
781,HANARO 200TR,"42,315",705,-1.64%,0,"1,269","3,000",0.20,149,N/A,N/A,
782,조흥,"211,500","14,000",+7.09%,"5,000","1,269",600,0.00,"2,377",7.89,11.52,
783,우성,"41,050","2,450",+6.35%,"5,000","1,268","3,090",2.08,"1,171,685",-21.87,-3.32,
784,STX,"4,420",130,-2.86%,"2,500","1,265","28,621",0.70,"182,266",-7.04,-28.88,
785,남광토건,"12,850",550,-4.10%,"5,000","1,263","9,829",0.84,"20,539",5.83,28.15,
786,팜젠사이언스,"8,160",250,-2.97%,500,"1,263","15,477",1.99,"105,090",3.71,30.85,
787,삼호개발,"5,040",190,-3.63%,500,"1,260","25,000",5.49,"56,621",9.05,6.45,
788,국동,"2,270",75,-3.20%,500,"1,253","55,209",1.23,"255,871",-14.28,-8.54,
789,이지스레지던스리츠,"6,080",0,0.00%,"1,000","1,252","20,600",1.09,"61,099",15.47,7.32,
790,진양산업,"9,580",10,+0.10%,500,"1,245","13,000",0.96,"183,539",20.08,13.64,
791,SK우,"219,000","6,000",-2.67%,200,"1,240",566,0.88,"2,495",7.92,N/A,
792,솔루스첨단소재1우,"16,800",700,-4.00%,100,"1,238","7,366",13.11,"38,072",58.13,N/A,
793,KODEX 차이나항셍테크,"5,305",180,-3.28%,0,"1,236","23,300",0.14,"188,572",N/A,N/A,
794,KODEX 미국메타버스나스닥액티브,"7,400",225,-2.95%,0,"1,236","16,700",1.72,"164,378",N/A,N/A,
795,유니온머티리얼,"2,940",75,-2.49%,500,"1,235","42,000",0.15,"282,919",226.15,0.65,
796,한진중공업홀딩스,"4,135",120,-2.82%,"5,000","1,221","29,530",1.72,"46,737",-18.71,-2.00,
797,한솔로지스틱스,"4,435",90,+2.07%,500,"1,219","27,477",2.59,"4,626,093",5.19,35.28,
798,두올,"3,675",140,-3.67%,"2,500","1,215","33,067",1.51,"250,427",7.61,8.56,
799,휴니드,"8,590",510,-5.60%,"5,000","1,213","14,116",22.67,"428,138",9.32,10.29,
800,한일철강,"4,525",155,-3.31%,500,"1,208","26,697",1.80,"523,985",4.70,15.87,
801,KINDEX 미국WideMoat가치주,"17,720",395,-2.18%,0,"1,205","6,800",0.08,"21,135",N/A,N/A,
802,대원화성,"2,900",110,-3.65%,500,"1,196","41,249",2.07,"186,434",-17.06,-9.53,
803,CJ우,"52,600",800,-1.50%,"5,000","1,189","2,260",8.29,"2,845",6.82,N/A,
804,광명전기,"2,735",65,-2.32%,500,"1,185","43,338",1.62,"664,425",20.41,5.54,
805,써니전자,"3,400",115,+3.50%,500,"1,185","34,845",1.35,"18,728,524",26.36,6.82,
806,KODEX 국고채3년,"56,450",190,+0.34%,0,"1,183","2,096",0.02,"3,230",N/A,N/A,
807,대현,"2,670",155,-5.49%,500,"1,182","44,282",6.45,"1,203,461",6.14,9.07,
808,콤텍시스템,975,9,-0.91%,500,"1,180","121,051",3.39,"1,097,561",39.00,2.03,
809,TRUE 레버리지 나스닥 100 ETN,"23,595","1,475",-5.88%,0,"1,180","5,000",0.00,"32,230",N/A,N/A,
810,국제약품,"5,830",250,-4.11%,"1,000","1,177","20,195",1.49,"174,038",-75.71,-2.24,
811,인천도시가스,"26,800",550,-2.01%,"5,000","1,172","4,375",1.97,"4,050",31.57,1.94,
812,KBSTAR 코스닥150선물레버리지,"11,545",620,-5.10%,0,"1,171","10,140",0.00,"16,877",N/A,N/A,
813,계양전기,"3,585",0,0.00%,500,"1,169","32,600",3.51,0,-19.59,-3.37,
814,TIGER 미국필라델피아반도체레버리지(합성),"9,775",425,-4.17%,0,"1,166","11,930",0.15,"439,552",N/A,N/A,
815,TRUE 레버리지 S&P500 선물 ETN(H),"23,310","1,715",-6.85%,0,"1,166","5,000",0.00,"4,710",N/A,N/A,
816,대구백화점,"10,750",50,-0.46%,"5,000","1,163","10,822",0.58,"2,174",-19.94,-2.26,
817,아모레G우,"18,000",650,-3.49%,500,"1,160","6,444",40.70,"24,205",9.60,N/A,
818,신풍제약우,"52,600","1,700",-3.13%,500,"1,157","2,200",0.43,"29,148",-250.48,N/A,
819,KODEX WTI원유선물(H),"16,240",715,-4.22%,0,"1,149","7,075",0.00,"248,570",N/A,N/A,
820,시디즈,"57,400",200,-0.35%,500,"1,148","2,000",2.56,599,8.87,23.47,
821,KODEX 단기변동금리부채권액티브,"103,425",5,0.00%,0,"1,146","1,108",0.00,"3,167",N/A,N/A,
822,삼일제약,"8,360",140,-1.65%,500,"1,145","13,702",2.96,"50,577",-21.06,-8.27,
823,TIGER 200선물인버스2X,"2,790",100,+3.72%,0,"1,144","41,000",11.67,"6,563,264",N/A,N/A,
824,신영와코루,"12,700",250,-1.93%,500,"1,143","9,000",26.44,"38,533",17.61,2.03,
825,KODEX 유럽탄소배출권선물ICE(H),"13,900",230,+1.68%,0,"1,140","8,200",0.03,"225,613",N/A,N/A,
826,SH에너지화학,"1,015",30,-2.87%,500,"1,128","111,134",32.69,"2,754,866",169.17,0.69,
827,문배철강,"5,500",250,+4.76%,500,"1,128","20,504",1.17,"6,187,574",4.44,19.37,
828,KBSTAR 국고채3년선물인버스,"103,270",370,-0.36%,0,"1,124","1,088",0.00,387,N/A,N/A,
829,유니온,"7,190",290,-3.88%,500,"1,122","15,612",0.58,"233,585",12.77,6.87,
830,만호제강,"27,000",200,-0.74%,"1,000","1,120","4,150",6.63,"9,532",33.79,0.37,
831,사조오양,"11,850",150,+1.28%,"5,000","1,117","9,423",2.07,"566,866",7.08,8.27,
832,새론오토모티브,"5,810",40,-0.68%,500,"1,116","19,200",66.62,"11,368",7.96,6.15,
833,동방아그로,"8,180",10,+0.12%,500,"1,114","13,618",31.85,"218,106",15.91,4.86,
834,부산산업,"105,000","3,000",-2.78%,"5,000","1,109","1,056",1.00,"7,491",-59.86,-3.26,
835,까뮤이앤씨,"2,455",40,+1.66%,500,"1,108","45,152",0.89,"5,455,521",-36.64,-3.32,
836,엔에이치스팩19호,"2,160",10,-0.46%,100,"1,108","51,290",2.59,"146,601",432.00,N/A,
837,부국철강,"5,480",80,+1.48%,500,"1,096","20,000",0.49,"2,713,222",12.45,7.53,
838,ARIRANG 코스피TR,"13,700",245,-1.76%,0,"1,096","8,000",0.01,"165,332",N/A,N/A,
839,KODEX 미국나스닥100레버리지(합성 H),"6,330",460,-6.77%,0,"1,095","17,300",0.00,"2,433,236",N/A,N/A,
840,지투알,"6,600",110,-1.64%,"1,000","1,093","16,567",33.09,"30,093",6.32,11.29,
841,제일연마,"10,900",300,-2.68%,500,"1,090","10,000",2.42,"67,054",17.93,6.81,
842,ARIRANG ESG가치주액티브,"8,685",165,-1.86%,0,"1,090","12,550",0.03,"15,445",N/A,N/A,
843,가온전선,"26,150",750,-2.79%,"5,000","1,088","4,160",2.27,"19,907",18.59,2.20,
844,호전실업,"11,150",500,-4.29%,500,"1,087","9,750",1.01,"179,345",8.35,10.38,
845,지엠비코리아,"5,700",180,-3.06%,500,"1,087","19,072",55.75,"41,880",11.15,4.24,
846,DRB동일,"5,420",200,-3.56%,500,"1,080","19,930",1.27,"29,758",-26.70,-1.13,
847,삼영화학,"3,170",140,-4.23%,500,"1,078","34,000",2.48,"228,340",31.08,7.50,
848,삼성공조,"13,250",700,-5.02%,500,"1,077","8,126",1.60,"37,672",-43.30,-1.13,
849,초록뱀헬스케어,"1,270",50,-3.79%,500,"1,076","84,705",1.07,"289,558",11.24,7.92,
850,한국ANKOR유전,"1,535",5,+0.33%,0,"1,075","70,020",0.00,"30,304",N/A,N/A,
851,핸즈코퍼레이션,"4,910",5,+0.10%,500,"1,073","21,863",0.17,"12,173",-1.80,-22.08,
852,덕양산업,"3,295",40,-1.20%,500,"1,073","32,565",0.38,"157,369",17.34,12.38,
853,동일고무벨트,"7,710",50,+0.65%,500,"1,072","13,900",2.03,"77,126",17.68,3.01,
854,KBSTAR Fn5G테크,"9,765",240,-2.40%,0,"1,069","10,950",0.09,"54,447",N/A,N/A,
855,조광페인트,"8,300",360,-4.16%,500,"1,062","12,800",1.05,"79,653",-4.35,-12.94,
856,두산2우B,"118,500","5,500",-4.44%,"5,000","1,058",893,0.07,"10,260",11.98,N/A,
857,큐로,457,16,-3.38%,500,"1,057","231,212",2.03,"2,095,406",-8.02,-12.68,
858,남성,"2,905",95,-3.17%,500,"1,052","36,212",1.59,"215,553",14.82,6.28,
859,대우부품,"2,195",45,-2.01%,500,"1,046","47,646",3.38,"309,030","-2,195.00",-0.12,
860,KTcs,"2,440",50,-2.01%,500,"1,042","42,685",9.22,"132,897",5.71,10.76,
861,텔코웨어,"10,700",100,-0.93%,500,"1,038","9,703",1.03,"3,726",57.22,1.65,
862,KODEX Fn Top10동일가중,"7,720",95,-1.22%,0,"1,034","13,400",0.01,"5,501",N/A,N/A,
863,한국수출포장,"25,850",250,-0.96%,"5,000","1,034","4,000",5.00,"4,847",6.52,6.15,
864,KBSTAR 단기국공채액티브,"102,485",45,+0.04%,0,"1,033","1,008",0.00,"7,534",N/A,N/A,
865,KBSTAR KIS국고채30년Enhanced,"77,490","1,460",+1.92%,0,"1,031","1,330",0.00,"1,011",N/A,N/A,
866,인팩,"10,300",450,-4.19%,500,"1,030","10,000",2.28,"52,882",33.66,3.10,
867,미래에셋맵스리츠,"5,100",0,0.00%,"1,000","1,025","20,100",1.50,"101,430",56.04,0.62,
868,KODEX 장기종합채권(AA-이상)액티브KAP,"87,580",680,+0.78%,0,"1,021","1,166",0.00,484,N/A,N/A,
869,일진디스플,"1,980",40,+2.06%,500,"1,020","51,514",2.91,"956,861",-1.85,-223.37,
870,SOL KIS단기통안채,"100,835",0,0.00%,0,"1,017","1,009",0.20,0,N/A,N/A,
871,페이퍼코리아,"2,330",230,+10.95%,500,"1,017","43,647",0.74,"3,761,884",9.75,25.18,
872,비상교육,"7,790",170,-2.14%,500,"1,012","12,997",7.03,"29,909",16.72,3.06,
873,인터지스,"3,390",100,-2.87%,500,"1,008","29,748",2.44,"207,423",6.88,7.51,
874,평화산업,"1,830",30,+1.67%,500,"1,005","54,902",1.49,"439,259",457.50,0.80,
875,오리엔트바이오,846,32,-3.64%,500,"1,003","118,583",1.11,"420,824",-15.38,-30.93,
876,영흥,983,22,-2.19%,500,996,"101,310",0.92,"171,486",17.25,3.58,
877,TIGER 200 건설,"2,905",55,-1.86%,0,995,"34,240",0.18,"383,013",N/A,N/A,
878,화인베스틸,"3,355",175,-4.96%,500,991,"29,550",2.68,"412,569",41.94,3.05,
879,KC코트렐,"5,570",210,-3.63%,500,980,"17,600",1.51,"38,424",7.53,38.07,
880,서원,"2,060",60,-2.83%,500,978,"47,475",3.14,"252,283",6.62,12.66,
881,유니켐,"1,345",25,-1.82%,500,978,"72,688",2.18,"292,424",25.87,3.49,
882,DSR,"6,090",200,-3.18%,500,974,"16,000",1.95,"78,703",7.93,7.29,
883,아센디오,"1,205",55,-4.37%,500,970,"80,509",0.00,"419,048",-12.30,-20.06,
884,NH프라임리츠,"5,180",10,-0.19%,500,967,"18,660",1.39,"43,104",15.70,4.15,
885,전방,"57,400","1,400",-2.38%,"5,000",964,"1,680",0.12,"4,473",604.21,0.11,
886,세하,"1,675",15,-0.89%,"1,000",964,"57,563",1.17,"448,221",9.41,11.03,
887,국보,"1,375",40,-2.83%,500,958,"69,660",1.22,"682,631",-4.51,-57.13,
888,천일고속,"66,800","1,100",-1.62%,"5,000",955,"1,429",0.04,559,-168.26,-1.54,
889,우진플라임,"4,765",175,-3.54%,500,953,"20,000",7.58,"65,919",4.23,31.51,
890,TIGER 미국다우존스30,"21,065",595,-2.75%,0,952,"4,520",0.00,"32,551",N/A,N/A,
891,삼화왕관,"44,000",300,-0.68%,"5,000",948,"2,154",4.62,"1,883",66.67,0.99,
892,KC그린홀딩스,"4,215",150,-3.44%,500,946,"22,435",2.49,"63,606",34.83,1.73,
893,KODEX 국채선물10년인버스,"51,500",455,-0.88%,0,942,"1,830",0.00,"1,451",N/A,N/A,
894,한국프랜지,"3,080",0,0.00%,"1,000",938,"30,450",3.55,"236,739",5.03,7.74,
895,TIGER 코스피,"27,555",500,-1.78%,0,937,"3,400",0.05,"36,099",N/A,N/A,
896,대신 철광석 선물 ETN(H),"46,560","4,590",-8.97%,0,931,"2,000",0.00,443,N/A,N/A,
897,HANARO e커머스,"15,650",435,-2.70%,0,931,"5,950",0.13,"4,291",N/A,N/A,
898,영보화학,"4,625",75,-1.60%,500,925,"20,000",52.32,"88,598",26.43,2.31,
899,성보화학,"4,565",25,-0.54%,500,914,"20,020",1.67,"509,589",67.13,1.00,
900,모나미,"4,820",160,-3.21%,"1,000",911,"18,897",1.63,"253,572",5.83,16.48,
901,KODEX 차이나CSI300,"11,955",455,-3.67%,0,909,"7,600",0.06,"40,869",N/A,N/A,
902,TIGER 차이나HSCEI,"8,730",245,-2.73%,0,899,"10,300",0.24,"25,947",N/A,N/A,
903,KTis,"2,580",30,-1.15%,500,898,"34,802",5.02,"124,962",3.60,13.89,
904,티웨이홀딩스,818,8,-0.97%,500,895,"109,472",1.85,"555,149",-0.93,-118.36,
905,KODEX 국채선물10년,"64,000",740,+1.17%,0,895,"1,398",0.00,"3,934",N/A,N/A,
906,TIGER 200선물레버리지,"13,975",510,-3.52%,0,894,"6,400",0.00,"282,863",N/A,N/A,
907,화승알앤에이,"4,705",110,-2.28%,500,894,"18,994",1.10,"23,510",13.07,N/A,
908,엔케이,"1,115",25,-2.19%,500,892,"79,983",1.98,"142,054",7.96,11.62,
909,KODEX 미국달러선물,"11,045",95,+0.87%,0,887,"8,030",0.08,"122,265",N/A,N/A,
910,신한 레버리지 은 선물 ETN(H),"8,865",705,-7.37%,0,886,"10,000",0.00,"80,445",N/A,N/A,
911,화승코퍼레이션,"1,770",45,-2.48%,500,886,"50,051",3.20,"184,901",-2.23,-23.17,
912,경동인베스트,"37,200",100,-0.27%,"5,000",880,"2,365",12.79,"2,729",6.01,3.43,
913,SG글로벌,"1,945",65,-3.23%,500,875,"44,964",1.87,"283,717",-15.81,-4.45,
914,윌비스,"1,285",55,-4.10%,"1,000",864,"67,236",4.14,"447,989",-9.88,-8.01,
915,이스타코,"2,010",90,-4.29%,500,861,"42,852",0.68,"1,538,902",57.43,3.02,
916,대동전자,"8,200",310,-3.64%,500,860,"10,490",40.24,"60,578",8.70,2.22,
917,MH에탄올,"11,650",550,+4.95%,500,860,"7,379",1.57,"1,057,098",14.54,9.52,
918,한국전자홀딩스,"1,835",55,-2.91%,500,859,"46,803",7.15,"376,024",3.69,20.34,
919,상신브레이크,"3,990",105,-2.56%,500,857,"21,471",2.16,"67,775",8.75,5.67,
920,신풍제지,"2,435",135,+5.87%,500,851,"34,959",1.57,"6,223,985",-8.48,-10.55,
921,TIGER 차이나CSI300레버리지(합성),"20,950","1,695",-7.49%,0,851,"4,060",0.00,"109,718",N/A,N/A,
922,KODEX 미국나스닥100선물(H),"16,815",600,-3.45%,0,849,"5,050",0.32,"82,064",N/A,N/A,
923,KODEX 200ESG,"13,050",255,-1.92%,0,848,"6,500",0.00,"2,066",N/A,N/A,
924,동양피스톤,"6,410",210,-3.17%,500,844,"13,168",1.61,"78,549",11.39,7.27,
925,코오롱인더우,"30,450",700,-2.25%,"5,000",843,"2,768",12.89,"7,337",4.81,N/A,
926,TIGER KRX바이오K-뉴딜,"6,675",15,-0.22%,0,838,"12,550",1.46,"2,147,778",N/A,N/A,
927,대신 WTI원유 선물 ETN(H),"10,460",490,-4.47%,0,837,"8,000",0.00,220,N/A,N/A,
928,TIGER 미국채10년선물,"11,600",200,+1.75%,0,835,"7,200",0.10,"66,511",N/A,N/A,
929,KODEX Fn성장,"14,845",265,-1.75%,0,831,"5,600",0.00,"13,767",N/A,N/A,
930,영화금속,"1,535",20,-1.29%,500,820,"53,395",1.56,"461,851",-4.42,-27.53,
931,KODEX 은선물(H),"4,835",190,-3.78%,0,812,"16,800",0.17,"346,397",N/A,N/A,
