N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
1422,TRUE 인버스 은 선물 ETN,"11,700",420,+3.72%,0,117,"1,000",0.00,1,N/A,N/A,
1423,KODEX Fn웹툰&드라마,"7,800",205,-2.56%,0,117,"1,500",0.00,"13,058",N/A,N/A,
1424,신한 USD K200 선물 바이셀 ETN,"5,850",110,+1.92%,0,117,"2,000",0.00,22,N/A,N/A,
1425,KOSEF 고배당,"10,165",90,-0.88%,0,117,"1,150",0.48,"30,421",N/A,N/A,
1426,KODEX 최소변동성,"11,685",185,-1.56%,0,117,"1,000",0.00,"1,671",N/A,N/A,
1427,KB FnGuide 언택트 ETN,"11,660",235,-1.98%,0,117,"1,000",0.00,54,N/A,N/A,
1428,SOL KRX300,"16,525",190,-1.14%,0,116,700,0.00,1,N/A,N/A,
1429,TRUE 금 선물 ETN,"11,480",160,-1.37%,0,115,"1,000",0.00,43,N/A,N/A,
1430,신한 인버스 옥수수 선물 ETN(H),"5,715",60,+1.06%,0,114,"2,000",0.00,"8,451",N/A,N/A,
1431,대신 아연선물 ETN(H),"16,290",530,-3.15%,0,114,700,0.00,"10,525",N/A,N/A,
1432,KB 레버리지 금 선물 ETN(H),"22,700",0,0.00%,0,114,500,0.00,0,N/A,N/A,
1433,KB S&P 유럽탄소배출권 선물 ETN(H),"11,335",325,+2.95%,0,113,"1,000",0.00,10,N/A,N/A,
1434,남선알미우,"36,800",600,+1.66%,500,113,308,0.81,"26,253",97.61,N/A,
1435,신한 레버리지 Russell 2000 ETN,"11,290",680,-5.68%,0,113,"1,000",0.00,592,N/A,N/A,
1436,대신 인버스 철광석 선물 ETN(H),"1,025",65,+6.77%,0,113,"11,000",0.00,"312,636",N/A,N/A,
1437,신한 달러인덱스 선물 ETN(H),"11,200",65,+0.58%,0,112,"1,000",0.00,100,N/A,N/A,
1438,DB하이텍1우,"99,600",400,-0.40%,"5,000",112,112,1.07,500,13.99,N/A,
1439,TIGER 유로스탁스레버리지(합성 H),"7,975",425,-5.06%,0,112,"1,400",0.00,"18,349",N/A,N/A,
1440,TRUE 유로스탁스50 양매도 5% OTM ETN(H),"11,140",0,0.00%,0,111,"1,000",0.00,0,N/A,N/A,
1441,KB 레버리지 구리 선물 ETN(H),"22,275",0,0.00%,0,111,500,0.00,0,N/A,N/A,
1442,KINDEX 미국IT인터넷S&P(합성 H),"13,910",375,-2.63%,0,111,800,0.00,"1,235",N/A,N/A,
1443,메리츠 인버스 미국채10년 ETN(H),"11,075",90,-0.81%,0,111,"1,000",0.00,57,N/A,N/A,
1444,KODEX KTOP30,"18,450",375,-1.99%,0,111,600,0.00,363,N/A,N/A,
1445,메리츠 인버스 2X 국채10년 ETN,"11,025",135,-1.21%,0,110,"1,000",0.00,62,N/A,N/A,
1446,WOORI AI ESG액티브,"8,780",160,-1.79%,0,110,"1,250",0.00,"3,009",N/A,N/A,
1447,KOSEF 블루칩,"9,125",205,-2.20%,0,110,"1,200",0.00,261,N/A,N/A,
1448,TRUE 구리 선물 ETN,"10,940",315,-2.80%,0,109,"1,000",0.00,53,N/A,N/A,
1449,삼성 인버스 코스피 200 선물 ETN,"10,910",180,+1.68%,0,109,"1,000",0.00,"5,507",N/A,N/A,
1450,KINDEX 중장기국공채액티브,"96,535",365,+0.38%,0,109,113,0.00,3,N/A,N/A,
1451,TIGER 이머징마켓MSCI레버리지(합성 H),"8,775",615,-6.55%,0,109,"1,240",0.00,"1,204",N/A,N/A,
1452,KBSTAR 200IT,"14,260",355,-2.43%,0,108,760,0.00,"1,631",N/A,N/A,
1453,KODEX Fn K-뉴딜디지털플러스,"9,030",185,-2.01%,0,108,"1,200",0.00,539,N/A,N/A,
1454,미래에셋 인버스 2X 옥수수 선물 ETN,"10,830",315,+3.00%,0,108,"1,000",0.00,"27,876",N/A,N/A,
1455,KBSTAR KRX300,"16,645",310,-1.83%,0,108,650,0.00,350,N/A,N/A,
1456,삼성 인버스 코스닥 150 선물 ETN,"10,815",300,+2.85%,0,108,"1,000",0.00,"4,154",N/A,N/A,
1457,하나 인버스 코스닥150 선물 ETN,"10,810",305,+2.90%,0,108,"1,000",0.00,131,N/A,N/A,
1458,HANARO Fn K-반도체,"9,380",200,-2.09%,0,108,"1,150",0.00,"4,459",N/A,N/A,
1459,TRUE 인버스 2X HSCEI ETN(H),"10,735",700,+6.98%,0,107,"1,000",0.00,"17,188",N/A,N/A,
1460,메리츠 금 선물 ETN(H),"10,695",0,0.00%,0,107,"1,000",0.00,0,N/A,N/A,
1461,TIGER 일본TOPIX헬스케어(합성),"10,690",5,-0.05%,0,107,"1,000",0.00,27,N/A,N/A,
1462,HANARO Fn5G산업,"13,340",305,-2.24%,0,107,800,3.39,723,N/A,N/A,
1463,하나 인버스 2X 콩 선물 ETN(H),"10,670",470,+4.61%,0,107,"1,000",0.00,"18,073",N/A,N/A,
1464,KODEX 미국나스닥100선물인버스(H),"11,830",360,+3.14%,0,106,900,11.17,"86,946",N/A,N/A,
1465,신한 인버스 2X 은 선물 ETN(H),"2,120",150,+7.61%,0,106,"5,000",0.00,"173,369",N/A,N/A,
1466,SOL 한국형글로벌반도체액티브,"9,630",220,-2.23%,0,106,"1,100",0.00,"273,338",N/A,N/A,
1467,삼성 금 선물 ETN(H),"10,570",155,-1.45%,0,106,"1,000",0.00,7,N/A,N/A,
1468,ARIRANG 국채선물10년,"51,785",595,+1.16%,0,106,204,0.00,151,N/A,N/A,
1469,미래에셋 코스닥150 Auto-KO-C 2303-01 ETN,"10,560",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A,
1470,메리츠 인버스 국채10년 ETN,"10,535",55,-0.52%,0,105,"1,000",0.00,2,N/A,N/A,
1471,메리츠 구리 선물 ETN(H),"10,470",235,-2.20%,0,105,"1,000",0.00,1,N/A,N/A,
1472,KBSTAR 글로벌클린에너지S&P,"8,710",250,-2.79%,0,105,"1,200",0.00,"5,260",N/A,N/A,
1473,HANARO 탄소효율그린뉴딜,"8,610",165,-1.88%,0,103,"1,200",0.00,"2,729",N/A,N/A,
1474,삼성 구리 선물 ETN(H),"10,315",375,-3.51%,0,103,"1,000",0.00,340,N/A,N/A,
1475,TRUE 인버스 금 선물 ETN,"10,290",230,+2.29%,0,103,"1,000",0.00,2,N/A,N/A,
1476,KODEX 콩선물(H),"14,690",280,-1.87%,0,103,700,0.00,"15,945",N/A,N/A,
1477,ARIRANG 고배당저변동50,"12,085",150,-1.23%,0,103,850,0.00,"4,501",N/A,N/A,
1478,TIMEFOLIO K컬처액티브,"7,885",150,-1.87%,0,102,"1,300",0.00,178,N/A,N/A,
1479,TRUE 인버스 베트남 VN30 선물 ETN(H),"10,250",460,+4.70%,0,102,"1,000",0.00,715,N/A,N/A,
1480,TRUE 인버스 2X S&P500 선물 ETN(H),"2,050",125,+6.49%,0,102,"5,000",0.00,"80,795",N/A,N/A,
1481,KINDEX 싱가포르리츠,"12,795",70,-0.54%,0,102,800,0.00,384,N/A,N/A,
1482,메리츠 인버스 2X 대표 농산물 선물 ETN(H),"10,235",170,+1.69%,0,102,"1,000",0.00,"29,763",N/A,N/A,
1483,하나 인버스 2X 옥수수 선물 ETN(H),"10,195",210,+2.10%,0,102,"1,000",0.00,"3,820",N/A,N/A,
1484,KINDEX 밸류대형,"9,260",135,-1.44%,0,102,"1,100",0.00,310,N/A,N/A,
1485,KODEX TSE일본리츠(H),"12,730",50,+0.39%,0,102,800,0.00,78,N/A,N/A,
1486,신한 인버스 구리 선물 ETN(H),"5,090",200,+4.09%,0,102,"2,000",0.00,"6,277",N/A,N/A,
1487,KB 인버스 천연가스 선물 ETN,"6,780",520,+8.31%,0,102,"1,500",0.00,"38,823",N/A,N/A,
1488,KODEX 모멘텀Plus,"12,695",310,-2.38%,0,102,800,0.00,"1,172",N/A,N/A,
1489,KBSTAR KQ고배당,"15,590",270,-1.70%,0,101,650,0.00,"1,700",N/A,N/A,
1490,삼성 인버스 China A50 선물 ETN(H),"10,125",345,+3.53%,0,101,"1,000",0.00,"5,334",N/A,N/A,
1491,미래에셋 인버스 에너지화학 Core5 ETN,"5,050",100,+2.02%,0,101,"2,000",0.00,30,N/A,N/A,
1492,서울식품우,"4,530",25,+0.55%,100,101,"2,224",0.21,"86,832",-283.12,N/A,
1493,ARIRANG 200선물레버리지,"33,565","1,220",-3.51%,0,101,300,0.00,"30,612",N/A,N/A,
1494,마이다스 KoreaStock액티브,"19,160",265,-1.36%,0,101,525,0.00,74,N/A,N/A,
1495,한양증권우,"19,150",900,-4.49%,"5,000",101,525,0.14,"1,783",3.19,N/A,
1496,KOSEF 미국달러선물인버스,"9,550",100,-1.04%,0,100,"1,050",0.00,"2,316",N/A,N/A,
1497,TIGER 일본TOPIX(합성 H),"15,645",205,-1.29%,0,100,640,0.00,"1,005",N/A,N/A,
1498,KBSTAR KRX300레버리지,"14,295",605,-4.06%,0,100,700,0.21,"2,583",N/A,N/A,
1499,삼성 인버스 은 선물 ETN(H),"9,970",360,+3.75%,0,100,"1,000",0.00,181,N/A,N/A,
1500,삼성 인버스 나스닥 100 ETN(H),"9,970",295,+3.05%,0,100,"1,000",0.00,"1,905",N/A,N/A,
1501,HANARO Fn K-메타버스MZ,"9,475",285,-2.92%,0,99,"1,050",0.00,"11,677",N/A,N/A,
1502,KOSEF KRX100,"5,525",105,-1.87%,0,99,"1,800",0.01,425,N/A,N/A,
1503,삼성 알루미늄 선물 ETN,"9,930",380,-3.69%,0,99,"1,000",0.00,35,N/A,N/A,
1504,KOSEF 200선물인버스2X,"2,650",90,+3.52%,0,99,"3,740",0.66,"193,047",N/A,N/A,
1505,메리츠 인버스 은 선물 ETN(H),"9,910",290,+3.01%,0,99,"1,000",0.00,70,N/A,N/A,
1506,ARIRANG KRX300,"16,370",320,-1.92%,0,98,600,0.76,12,N/A,N/A,
1507,신한 인버스 Russell 2000 ETN,"9,805",385,+4.09%,0,98,"1,000",0.00,10,N/A,N/A,
1508,TRUE 베트남 VN30 선물 ETN(H),"9,790",230,-2.30%,0,98,"1,000",0.00,4,N/A,N/A,
1509,TREX 펀더멘탈 200,"39,075",630,-1.59%,0,98,250,0.08,5,N/A,N/A,
1510,동원시스템즈우,"36,700","1,000",-2.65%,"5,000",97,265,0.12,553,24.65,N/A,
1511,TRUE 레버리지 유로스탁스50 ETN(H) B,"9,705",470,-4.62%,0,97,"1,000",0.00,"7,078",N/A,N/A,
1512,KODEX 혁신기술테마액티브,"12,080",155,-1.27%,0,97,800,0.00,692,N/A,N/A,
1513,TIGER 미국S&P500선물인버스(H),"3,860",125,+3.35%,0,96,"2,500",0.00,"228,495",N/A,N/A,
1514,KB 인버스 2X S&P 500 선물 ETN,"9,650",725,+8.12%,0,96,"1,000",0.00,"1,928",N/A,N/A,
1515,노루페인트우,"20,800",350,-1.65%,500,96,463,0.54,"2,145",29.46,N/A,
1516,TRUE 은 선물 ETN,"9,615",255,-2.58%,0,96,"1,000",0.00,2,N/A,N/A,
1517,KINDEX 레버리지,"7,350",260,-3.42%,0,96,"1,300",0.35,"15,276",N/A,N/A,
1518,메리츠 은 선물 ETN(H),"9,550",330,-3.34%,0,96,"1,000",0.00,502,N/A,N/A,
1519,메리츠 국채10년 ETN,"9,530",70,+0.74%,0,95,"1,000",0.00,171,N/A,N/A,
1520,삼성 은 선물 ETN(H),"9,520",350,-3.55%,0,95,"1,000",0.00,5,N/A,N/A,
1521,KB 인버스 2X 은 선물 ETN(H),"19,000","1,390",+7.89%,0,95,500,0.00,94,N/A,N/A,
1522,계양전기우,"6,770",0,0.00%,500,95,"1,400",3.08,0,-36.99,N/A,
1523,삼성 나스닥 100 ETN(H),"9,440",270,-2.78%,0,94,"1,000",0.00,18,N/A,N/A,
1524,삼성 인버스 구리 선물 ETN(H),"9,410",330,+3.63%,0,94,"1,000",0.00,135,N/A,N/A,
1525,ARIRANG 글로벌희토류전략자원기업MV,"8,955",370,-3.97%,0,94,"1,050",0.00,"36,898",N/A,N/A,
1526,메리츠 인버스 구리 선물 ETN(H),"9,400",325,+3.58%,0,94,"1,000",0.00,4,N/A,N/A,
1527,KBSTAR 미국고정배당우선증권ICE TR,"9,875",50,-0.50%,0,94,950,0.00,"1,034",N/A,N/A,
1528,금호건설우,"32,050",350,-1.08%,"5,000",94,292,0.00,288,7.99,N/A,
1529,코오롱글로벌우,"29,750",200,-0.67%,"5,000",93,313,0.82,497,5.47,N/A,
1530,신한 인버스 은 선물 ETN(H),"4,645",175,+3.91%,0,93,"2,000",0.00,"3,891",N/A,N/A,
1531,금강공업우,"15,750",300,-1.87%,"1,000",93,590,1.70,"4,000",23.54,N/A,
1532,삼성 인버스 금 선물 ETN(H),"9,270",165,+1.81%,0,93,"1,000",0.00,41,N/A,N/A,
1533,KODEX 일본TOPIX100,"15,425",155,-0.99%,0,93,600,0.00,"1,375",N/A,N/A,
1534,하나 KRX300 ETN,"9,255",125,-1.33%,0,93,"1,000",0.00,2,N/A,N/A,
1535,KINDEX 멕시코MSCI(합성),"11,545",145,+1.27%,0,92,800,0.00,146,N/A,N/A,
1536,KINDEX 중국본토CSI300레버리지(합성),"3,670",275,-6.97%,0,92,"2,500",5.85,"65,364",N/A,N/A,
1537,KINDEX 스마트로우볼,"15,285",220,-1.42%,0,92,600,0.00,21,N/A,N/A,
1538,TREX 200,"36,620",605,-1.63%,0,92,250,0.00,139,N/A,N/A,
1539,KBSTAR 글로벌수소경제Indxx,"10,680",420,-3.78%,0,91,850,0.00,"5,161",N/A,N/A,
1540,깨끗한나라우,"24,700","1,000",-3.89%,"1,000",90,366,3.72,"2,643",111.26,N/A,
1541,메리츠 미국채10년 ETN(H),"9,015",80,+0.90%,0,90,"1,000",0.00,2,N/A,N/A,
1542,크라운해태홀딩스우,"15,000",100,-0.66%,500,90,601,2.92,"22,598",52.63,N/A,
1543,메리츠 레버리지 국채10년 ETN,"8,995",135,+1.52%,0,90,"1,000",0.00,2,N/A,N/A,
1544,KINDEX 미국스팩&IPO INDXX,"7,465",55,-0.73%,0,90,"1,200",0.00,46,N/A,N/A,
1545,하나 코스닥150 선물 ETN,"8,935",165,-1.81%,0,89,"1,000",0.00,2,N/A,N/A,
1546,KINDEX 베트남VN30선물블룸버그레버리지(H),"17,770","1,480",-7.69%,0,89,500,0.00,"7,810",N/A,N/A,
1547,삼성 코스피 양매도 5% OTM ETN,"8,865",30,-0.34%,0,89,"1,000",0.00,300,N/A,N/A,
1548,KBSTAR 중국MSCI China(H),"8,400",245,-2.83%,0,88,"1,050",0.00,"3,237",N/A,N/A,
1549,TIGER S&P글로벌인프라(합성),"12,575",185,-1.45%,0,88,700,0.00,471,N/A,N/A,
1550,신한 인버스 2X 다우존스지수 선물 ETN(H),"2,195",135,+6.55%,0,88,"4,000",0.00,"272,339",N/A,N/A,
1551,미래에셋 K200 Auto-KO-C 2303-01 ETN,"8,740",310,-3.43%,0,87,"1,000",0.00,141,N/A,N/A,
1552,신한 인버스 달러인덱스 선물 ETN(H),"8,740",95,-1.08%,0,87,"1,000",0.00,"1,741",N/A,N/A,
1553,삼성 S&P500 VIX S/T 선물 ETN(H) C,"8,720","1,115",+14.66%,0,87,"1,000",0.00,"114,255",N/A,N/A,
1554,SK네트웍스우,"76,700","3,800",-4.72%,"2,500",87,114,0.30,517,193.20,N/A,
1555,TRUE 코스닥 150 ETN,"8,715",160,-1.80%,0,87,"1,000",0.00,2,N/A,N/A,
1556,MASTER 테크미디어텔레콤액티브,"9,150",185,-1.98%,0,87,950,0.00,"4,212",N/A,N/A,
1557,KB 인버스 2X 구리 선물 ETN(H),"17,270","1,080",+6.67%,0,86,500,0.00,"18,889",N/A,N/A,
1558,KB 레버리지 은 선물 ETN(H),"17,240","1,370",-7.36%,0,86,500,0.00,8,N/A,N/A,
1559,태양금속우,"2,585",15,-0.58%,500,85,"3,300",0.20,"14,134",-8.59,N/A,
1560,KBSTAR 차이나HSCEI(H),"7,755",295,-3.66%,0,85,"1,100",0.00,"7,449",N/A,N/A,
1561,현대비앤지스틸우,"77,600",900,-1.15%,"5,000",85,110,0.57,887,16.89,N/A,
1562,TIGER 우선주,"12,155",210,-1.70%,0,85,700,0.00,"6,075",N/A,N/A,
1563,KB 인버스 2X 금 선물 ETN(H),"16,920",600,+3.68%,0,85,500,0.00,52,N/A,N/A,
1564,메리츠 CSI 300 ETN,"8,430",0,0.00%,0,84,"1,000",0.00,0,N/A,N/A,
1565,코리아써키트2우B,"10,750",100,-0.92%,500,84,784,0.00,"1,946",5.24,N/A,
1566,KODEX MSCI밸류,"12,005",205,-1.68%,0,84,700,0.00,28,N/A,N/A,
1567,하이트진로홀딩스우,"17,750",50,+0.28%,"5,000",84,471,1.27,"3,189",12.88,N/A,
1568,SOL 차이나육성산업액티브(합성),"6,940",485,-6.53%,0,83,"1,200",0.63,"115,554",N/A,N/A,
1569,KINDEX 스마트밸류,"13,810",230,-1.64%,0,83,600,0.00,20,N/A,N/A,
1570,KINDEX 삼성그룹동일가중,"16,535",280,-1.67%,0,83,500,0.00,295,N/A,N/A,
1571,KODEX MSCI Korea,"16,485",285,-1.70%,0,82,500,0.00,49,N/A,N/A,
1572,ARIRANG 글로벌MSCI(합성 H),"16,140",605,-3.61%,0,82,510,0.00,"2,267",N/A,N/A,
1573,KB 인버스 2X 나스닥 100 ETN,"8,205",600,+7.89%,0,82,"1,000",0.00,"47,806",N/A,N/A,
1574,TIGER 금속선물(H),"8,180",300,-3.54%,0,82,"1,000",0.00,"22,634",N/A,N/A,
1575,ARIRANG 글로벌수소&차세대연료전지MV,"10,890",470,-4.14%,0,82,750,0.00,"11,199",N/A,N/A,
1576,삼성 인버스 2X 금 선물 ETN(H),"8,165",340,+4.35%,0,82,"1,000",0.00,"34,843",N/A,N/A,
1577,TRUE 플래티넘 선물 ETN,"8,130",355,-4.18%,0,81,"1,000",0.00,"4,227",N/A,N/A,
1578,대원전선우,"3,100",100,-3.12%,500,81,"2,621",0.76,"31,264",172.22,N/A,
1579,마이다스 200커버드콜5%OTM,"13,525",160,-1.17%,0,81,600,0.00,4,N/A,N/A,
1580,KBSTAR 글로벌데이터센터리츠나스닥(합성),"12,480",155,-1.23%,0,81,650,0.00,986,N/A,N/A,
1581,KBSTAR 5대그룹주,"6,730",110,-1.61%,0,81,"1,200",0.00,"1,223",N/A,N/A,
1582,SOL 차이나태양광CSI(합성),"6,705",390,-5.50%,0,80,"1,200",0.00,"7,259",N/A,N/A,
1583,신한 인버스 2X Russell 2000 ETN,"8,045",580,+7.77%,0,80,"1,000",0.00,"12,845",N/A,N/A,
1584,HANARO 글로벌워터MSCI(합성),"10,035",115,-1.13%,0,80,800,0.00,"3,397",N/A,N/A,
1585,메리츠 레버리지 미국채10년 ETN(H),"8,025",95,+1.20%,0,80,"1,000",0.00,"3,464",N/A,N/A,
1586,KB 레버리지 FANG 플러스 ETN(H),"16,050",805,-4.78%,0,80,500,0.00,463,N/A,N/A,
1587,TIGER 금은선물(H),"10,020",240,-2.34%,0,80,800,0.00,"7,215",N/A,N/A,
1588,대신 인버스 알루미늄 선물 ETN(H),"8,000",350,+4.58%,0,80,"1,000",0.00,723,N/A,N/A,
1589,신한 인버스 다우존스지수 선물 ETN(H),"3,990",140,+3.64%,0,80,"2,000",0.00,"6,907",N/A,N/A,
1590,삼성 KRX 2차전지 K-뉴딜 ETN,"7,940",150,-1.85%,0,79,"1,000",0.00,"3,958",N/A,N/A,
1591,KBSTAR 주식혼합,"39,355",450,-1.13%,0,79,200,0.00,2,N/A,N/A,
1592,KINDEX 스마트하이베타,"13,110",245,-1.83%,0,79,600,0.00,20,N/A,N/A,
1593,TIGER 미국달러선물레버리지,"11,205",180,+1.63%,0,78,700,0.00,"2,218",N/A,N/A,
1594,KODEX Fn멀티팩터,"13,060",90,-0.68%,0,78,600,0.00,100,N/A,N/A,
1595,메리츠 국채30년 ETN,"7,820",75,+0.97%,0,78,"1,000",0.00,8,N/A,N/A,
1596,MASTER 스마트커머스액티브,"9,195",250,-2.65%,0,78,850,0.00,"3,804",N/A,N/A,
1597,대신 인버스 니켈선물 ETN(H),"1,370",60,+4.58%,0,78,"5,700",0.00,"60,726",N/A,N/A,
1598,CJ씨푸드1우,"39,000","1,000",-2.50%,500,78,200,0.19,"9,615",639.34,N/A,
1599,TIGER 200커뮤니케이션서비스,"24,375",585,-2.34%,0,78,320,0.00,360,N/A,N/A,
1600,KODEX 밸류Plus,"9,690",245,-2.47%,0,78,800,0.00,"8,117",N/A,N/A,
1601,KINDEX 코스닥(합성),"12,915",305,-2.31%,0,77,600,0.00,20,N/A,N/A,
1602,TIGER 코스닥150바이오테크,"7,895",225,-2.77%,0,77,980,0.00,"7,845",N/A,N/A,
1603,HANARO Fn골프테마,"8,590",275,-3.10%,0,77,900,0.00,"2,026",N/A,N/A,
1604,KINDEX 일본TOPIX인버스(합성 H),"4,290",90,+2.14%,0,77,"1,800",0.00,"15,457",N/A,N/A,
1605,ARIRANG 신흥국MSCI인버스(합성 H),"10,720",295,+2.83%,0,77,720,0.00,"3,294",N/A,N/A,
1606,FOCUS 혁신기업액티브,"8,535",185,-2.12%,0,77,900,0.00,32,N/A,N/A,
1607,ARIRANG 선진국MSCI(합성 H),"10,925",240,-2.15%,0,76,700,0.00,"6,171",N/A,N/A,
1608,파워 고배당저변동성,"31,850",310,-0.96%,0,76,240,0.00,65,N/A,N/A,
1609,KB 인버스 KOSPI 200 선물 ETN,"10,910",205,+1.91%,0,76,700,0.00,"2,373",N/A,N/A,
1610,KOSEF 국고채10년레버리지,"108,630","2,010",+1.89%,0,76,70,0.00,"1,224",N/A,N/A,
1611,KB 인버스 KOSDAQ150 선물 ETN,"10,815",275,+2.61%,0,76,700,0.00,95,N/A,N/A,
1612,KODEX 미국S&P바이오(합성),"21,915",180,-0.81%,0,76,345,0.00,906,N/A,N/A,
1613,TIGER 방송통신,"9,945",205,-2.02%,0,76,760,0.00,"8,043",N/A,N/A,
1614,마이티 코스피100,"26,975",550,-2.00%,0,76,280,0.00,13,N/A,N/A,
1615,HANARO Fn친환경에너지,"9,240",205,-2.17%,0,74,800,0.00,"1,868",N/A,N/A,
1616,TIGER 경기방어채권혼합,"9,215",10,-0.11%,0,74,800,0.00,874,N/A,N/A,
1617,HANARO 농업융복합산업,"13,325",395,+3.05%,0,73,550,0.00,"27,340",N/A,N/A,
1618,KINDEX Fn성장소비주도주,"7,310",165,-2.21%,0,73,"1,000",0.00,47,N/A,N/A,
1619,KBSTAR KRX300미국달러선물혼합,"14,550",135,-0.92%,0,73,500,0.00,23,N/A,N/A,
1620,동부건설우,"32,000",550,-1.69%,"5,000",72,226,18.64,"2,504",6.27,N/A,
1621,KBSTAR Fn K-뉴딜디지털플러스,"9,025",195,-2.11%,0,72,800,0.00,102,N/A,N/A,
1622,KBSTAR V&S셀렉트밸류,"14,420",275,-1.87%,0,72,500,0.00,151,N/A,N/A,
1623,JW중외제약2우B,"69,300",0,0.00%,"2,500",71,103,0.49,46,"-1,690.24",N/A,
1624,KBSTAR KRX기후변화솔루션,"8,880",205,-2.26%,0,71,800,0.00,56,N/A,N/A,
1625,KODEX MSCI퀄리티,"8,860",150,-1.66%,0,71,800,0.00,103,N/A,N/A,
1626,SOL KRX기후변화솔루션,"8,840",185,-2.05%,0,71,800,0.00,3,N/A,N/A,
1627,ARIRANG KS밸류가중TR,"15,535",285,-1.80%,0,70,450,0.00,"16,155",N/A,N/A,
1628,HANARO 미국메타버스iSelect,"9,290",105,-1.12%,0,70,750,0.00,"1,369",N/A,N/A,
1629,노루홀딩스우,"37,600",600,-1.57%,500,70,185,0.34,"2,022",318.64,N/A,
1630,KBSTAR 수출주,"11,605",270,-2.27%,0,70,600,0.00,57,N/A,N/A,
1631,TIGER 200에너지화학레버리지,"13,900",540,-3.74%,0,70,500,0.00,"2,659",N/A,N/A,
1632,KINDEX 중국과창판STAR50,"6,940",430,-5.83%,0,69,"1,000",0.62,"7,975",N/A,N/A,
1633,ARIRANG S&P글로벌인프라,"13,820",330,-2.33%,0,69,500,0.00,"1,869",N/A,N/A,
1634,KINDEX 코스피,"27,535",475,-1.70%,0,69,250,0.00,646,N/A,N/A,
1635,흥국화재우,"8,930",40,-0.45%,"5,000",69,768,0.54,"1,179",9.38,N/A,
1636,KBSTAR 차이나H선물인버스(H),"13,665",550,+4.19%,0,68,500,0.00,"3,503",N/A,N/A,
1637,JW중외제약우,"37,300",0,0.00%,"2,500",68,183,0.04,"1,173",-909.76,N/A,
1638,삼성 레버리지 항셍테크 ETN(H),"2,270",160,-6.58%,0,68,"3,000",0.00,"287,056",N/A,N/A,
1639,KODEX MSCI모멘텀,"11,300",250,-2.16%,0,68,600,5.17,1,N/A,N/A,
1640,TIGER 200커버드콜5%OTM,"13,445",235,-1.72%,0,67,500,0.00,104,N/A,N/A,
1641,KOSEF 독일DAX,"8,955",255,-2.77%,0,67,750,0.00,"1,629",N/A,N/A,
1642,메리츠 레버리지 KRX300 선물 ETN,"6,700",270,-3.87%,0,67,"1,000",0.00,"12,169",N/A,N/A,
1643,TIGER 일본엔선물,"9,535",10,+0.10%,0,67,700,0.00,"42,414",N/A,N/A,
1644,KODEX 200 중소형,"13,250",290,-2.14%,0,66,500,0.00,"1,318",N/A,N/A,
1645,TIGER 코스피중형주,"16,365",330,-1.98%,0,65,400,0.00,"2,257",N/A,N/A,
1646,KODEX 경기소비재,"10,865",320,-2.86%,0,65,600,0.00,"2,787",N/A,N/A,
1647,유유제약2우B,"19,950",350,-1.72%,"1,000",65,326,0.02,"2,722",-171.98,N/A,
1648,ARIRANG KS로우사이즈가중TR,"16,165",345,-2.09%,0,65,400,0.00,"18,690",N/A,N/A,
1649,ARIRANG 스마트베타Quality채권혼합,"10,775",40,-0.37%,0,65,600,0.00,259,N/A,N/A,
1650,신한 인버스 2X S&P500 선물 ETN,"3,210",225,+7.54%,0,64,"2,000",0.00,"26,363",N/A,N/A,
1651,하나 KRX BBIG K-뉴딜 ETN,"6,400",145,-2.22%,0,64,"1,000",0.00,107,N/A,N/A,
1652,KOSEF 릭소글로벌디지털경제MSCI,"7,995",200,-2.44%,0,64,800,0.00,123,N/A,N/A,
1653,TIGER 의료기기,"15,985",600,-3.62%,0,64,400,0.00,"1,006",N/A,N/A,
1654,TIGER 코스닥150IT,"16,780",560,-3.23%,0,64,380,0.00,"1,974",N/A,N/A,
1655,KBSTAR 유로스탁스50(H),"9,800",245,-2.44%,0,64,650,0.00,"26,633",N/A,N/A,
1656,KB KOSPI 200 선물 ETN,"9,075",125,-1.36%,0,64,700,0.00,113,N/A,N/A,
1657,TIGER 200커버드콜ATM,"10,565",120,-1.12%,0,63,600,0.00,"2,346",N/A,N/A,
1658,TRUE 인버스 2X 유로스탁스50 ETN(H),"3,165",130,+4.28%,0,63,"2,000",0.00,"100,990",N/A,N/A,
1659,TIGER 미국달러선물인버스2X,"7,890",135,-1.68%,0,63,800,0.00,"6,687",N/A,N/A,
1660,KBSTAR 200금융,"9,550",130,-1.34%,0,63,660,0.00,"6,663",N/A,N/A,
1661,KB KOSDAQ 150 선물 ETN,"8,960",160,-1.75%,0,63,700,0.00,2,N/A,N/A,
1662,KINDEX 스마트퀄리티,"15,565",280,-1.77%,0,62,400,0.00,21,N/A,N/A,
1663,TIGER 모멘텀,"25,945",405,-1.54%,0,62,240,0.00,559,N/A,N/A,
1664,메리츠 STAR 50 ETN,"6,205",395,-5.98%,0,62,"1,000",0.00,11,N/A,N/A,
1665,KBSTAR 200고배당커버드콜ATM,"8,840",50,-0.56%,0,62,700,0.00,"1,292",N/A,N/A,
1666,삼성 KRX BBIG K-뉴딜 ETN,"6,180",110,-1.75%,0,62,"1,000",0.00,7,N/A,N/A,
